223303369;46695;;;;
223212556;30315;;;;
224094240;29585;;;;
165630381;29195;;;;
218820537;29055;;;;
224313725;28775;;;;
228578509;27805;;;;
196728122;27775;;;;
182268551;25865;;;;
222082059;24935;;;;
233271268;23635;;;;
222891882;23445;;;;
187998770;23275;;;;
168925475;23065;;;;
197670067;22645;;;;
221639012;22405;;;;
221287362;22135;;;;
161121737;22035;;;;
116356933;21655;;;;
224587486;21595;;;;
214951285;21575;;;;
219065167;21275;;;;
168095597;20745;;;;
36488288;19715;;;;
221273139;19325;;;;
213100008;19005;;;;
193063369;18795;;;;
209805829;17785;;;;
228145314;17695;;;;
221439345;17605;;;;
224867331;17385;;;;
146793158;16965;;;;
212774223;16625;;;;
186899806;16435;;;;
222987164;16255;;;;
204462430;15845;;;;
210893151;15335;;;;
222465151;15325;;;;
188450602;14645;;;;
154742761;14145;;;;
183266781;13616;;;;
149686577;13035;;;;
232029149;13005;;;;
209868938;12805;;;;
207086934;12785;;;;
157851937;12715;;;;
227503221;12295;;;;
169451359;11835;;;;
169677235;11785;;;;
216102685;11595;;;;
185760410;11215;;;;
220026418;10915;;;;
161681776;10905;;;;
221808658;10615;;;;
219127527;10605;;;;
216277357;10545;;;;
179996469;10505;;;;
57897865;10465;;;;
141146201;10455;;;;
211327327;10415;;;;
81808289;10305;;;;
111410162;9875;;;;
221251391;9825;;;;
40757144;9825;;;;
182759935;9465;;;;
196508243;9415;;;;
123070089;9365;;;;
165438526;9215;;;;
214349028;9205;;;;
230569687;9145;;;;
15755098;9135;;;;
223772516;9055;;;;
215117252;9055;;;;
200238347;8875;;;;
154160727;8875;;;;
219107218;8815;;;;
225478068;8725;;;;
215914476;8695;;;;
156342849;8585;;;;
200337722;8205;;;;
74037930;8205;;;;
177136472;8185;;;;
13684819;8075;;;;
214873715;7905;;;;
172885675;7795;;;;
214363325;7755;;;;
211847111;7675;;;;
115898293;7585;;;;
221916527;7515;;;;
217180706;7405;;;;
206889652;7385;;;;
57408794;7375;;;;
201401324;7365;;;;
222365178;7285;;;;
159763633;7245;;;;
68712404;7195;;;;
223681261;7135;;;;
162294819;7135;;;;
217703463;6965;;;;
191111049;6785;;;;
215707248;6775;;;;
131472745;6735;;;;
211409134;6675;;;;
170819535;6665;50;;;
170950640;6605;;;;
173298355;6585;;;;
204255971;6555;;;;
158379061;6505;;;;
165385229;6455;;;;
224858131;6375;;;;
163296179;6355;;;;
166670400;6345;;;;
210542580;6335;;;;
219109183;6325;;;;
139625239;6325;;;;
160087171;6305;;;;
225702902;6265;;;;
224801736;6215;;;;
215143490;6195;;;;
224054563;6155;;;;
45373260;6115;;;;
156019327;6095;;;;
216271577;6065;;;;
223206390;6045;;;;
207673949;6045;;;;
161121738;6035;;;;
226336363;6025;;;;
221880099;6025;;;;
214951045;6015;;;;
195013601;5985;;;;
215117253;5955;;;;
230301876;5945;;;;
220602768;5945;;;;
209623194;5935;;;;
42653712;5885;;;;
230003178;5865;;;;
62269571;5865;;;;
214211649;5855;;;;
223044891;5845;;;;
160967434;5825;;;;
14307587;5825;;;;
222302223;5785;;;;
178045047;5785;;;;
175088486;5785;50;;;
166554648;5785;;;;
222368470;5745;;;;
217367947;5745;;;;
218816073;5725;;;;
210103396;5725;;;;
64350318;5645;;;;
155893642;5595;;;;
183815993;5555;;;;
181962826;5555;;;;
230389519;5545;;;;
137753240;5535;;;;
213566096;5525;;;;
200350099;5525;;;;
231986870;5515;;;;
220216386;5515;;;;
226726304;5505;;;;
227535113;5495;;;;
223030711;5495;;;;
198700042;5495;;;;
191247435;5495;;;;
26881925;5455;;;;
164110826;5415;;;;
181460050;5375;;;;
192198282;5355;;;;
209742134;5345;;;;
224933091;5315;;;;
171496906;5305;;;;
207009444;5285;;;;
160892994;5285;;;;
75899203;5285;;;;
222176645;5235;;;;
211398336;5235;;;;
227172360;5205;;;;
219934605;5185;;;;
160374320;5185;;;;
202633266;5175;;;;
212857576;5165;;;;
1488;5155;;;;
140351048;5145;;;;
209624339;5135;;;;
198684969;5115;;;;
162249282;5115;;;;
196927967;5105;;;;
181437875;5085;;;;
214675971;5065;;;;
91687962;5065;;;;
221340381;5055;;;;
535320196;5045;;;;
224946171;5035;;;;
223754122;5025;;;;
226827602;4995;;;;
159667334;4975;;;;
198343235;4965;;;;
200129908;4955;;;;
28913497;4945;;;;
50253558;4905;;;;
217823242;4895;;;;
217414343;4875;;;;
198711197;4875;;;;
219175619;4855;;;;
212093763;4845;;;;
217940295;4835;;;;
224138749;4785;;;;
162041379;4765;;;;
115913337;4755;;;;
208511613;4745;;;;
92499481;4725;;;;
197466483;4695;;;;
173123150;4675;;;;
227706648;4665;;;;
185012378;4645;;;;
201415783;4635;;;;
222334636;4615;;;;
211842614;4605;;;;
154535951;4595;;;;
230218870;4575;;;;
226961145;4555;;;;
223071470;4555;;;;
167264904;4525;;;;
162433972;4525;;;;
205572333;4515;;;;
219480461;4505;;;;
223675004;4495;;;;
165386888;4485;;;;
152663411;4475;;;;
10071870;4475;;;;
11201935;4465;;;;
183088694;4445;;;;
162967554;4445;;;;
169125368;4435;;;;
177274469;4415;;;;
155514750;4415;;;;
172398231;4405;;;;
142054898;4405;;;;
206327237;4395;;;;
180925054;4395;;;;
99631173;4385;;;;
219046759;4375;;;;
214249784;4335;;;;
37806216;4335;;;;
169259228;4325;;;;
152824908;4325;;;;
219475088;4295;;;;
197709728;4285;;;;
224889354;4275;;;;
153005157;4275;;;;
169371679;4255;;;;
155264227;4245;;;;
167848670;4215;;;;
221587189;4205;;;;
222420022;4185;;;;
179245287;4185;;;;
229897841;4145;;;;
214872176;4145;;;;
191395252;4145;;;;
214652884;4125;;;;
186939071;4115;;;;
216395648;4105;;;;
214134051;4105;;;;
142608174;4105;;;;
228596988;4095;;;;
226496608;4095;;;;
157371421;4085;;;;
166418503;4075;;;;
145696155;4075;;;;
219468418;4055;;;;
206422311;4055;;;;
225869246;4045;;;;
191823244;4035;;;;
158019112;4035;;;;
9069738;4035;;;;
185502988;4025;;;;
214308943;4015;;;;
209258465;4015;;;;
1;4015;;;;
156985619;3985;;;;
223646311;3975;;;;
223212372;3967;;;;
221809393;3945;;;;
224596961;3925;;;;
214676298;3915;;;;
228746295;3905;;;;
176787400;3905;;;;
149955320;3895;;;;
157014078;3885;;;;
223799501;3875;;;;
219183589;3875;;;;
190422195;3875;;;;
209789355;3865;;;;
225999805;3855;;;;
221176748;3855;;;;
191669831;3855;;;;
216349657;3835;;;;
169892040;3835;;;;
225825128;3815;;;;
222585421;3815;;;;
176639625;3815;;;;
154455503;3815;;;;
38758389;3805;;;;
150366627;3795;;;;
68999496;3785;;;;
149686576;3775;;;;
214585343;3755;;;;
163252704;3755;;;;
115915308;3745;;;;
214901755;3735;;;;
162533086;3735;;;;
180890715;3705;;;;
222943301;3695;;;;
220609549;3695;;;;
123789507;3695;;;;
